rev,workload,condition,cache,sample,boundary,ms,status
b5ece8566b49d96811dc24401dbe8825bf03b796,iroh_dial,discovery,cold,0,runtime_start,0.404,ok
b5ece8566b49d96811dc24401dbe8825bf03b796,iroh_dial,discovery,cold,0,endpoint_bind,1.503,ok
b5ece8566b49d96811dc24401dbe8825bf03b796,iroh_dial,discovery,cold,0,address_lookup,130.355,ok
b5ece8566b49d96811dc24401dbe8825bf03b796,iroh_dial,discovery,cold,0,dial_handshake,191.343,ok
b5ece8566b49d96811dc24401dbe8825bf03b796,iroh_dial,discovery,cold,0,stream_open,92.777,ok
b5ece8566b49d96811dc24401dbe8825bf03b796,iroh_dial,discovery,cold,0,echo_rtt,0.068,ok
b5ece8566b49d96811dc24401dbe8825bf03b796,iroh_dial,discovery,cold,0,echo_rtt,0.037,ok
b5ece8566b49d96811dc24401dbe8825bf03b796,iroh_dial,discovery,cold,0,echo_rtt,0.044,ok
b5ece8566b49d96811dc24401dbe8825bf03b796,iroh_dial,discovery,cold,0,echo_rtt,0.037,ok
b5ece8566b49d96811dc24401dbe8825bf03b796,iroh_dial,discovery,cold,0,echo_rtt,0.035,ok
b5ece8566b49d96811dc24401dbe8825bf03b796,iroh_dial,discovery,cold,0,echo_rtt,0.036,ok
b5ece8566b49d96811dc24401dbe8825bf03b796,iroh_dial,discovery,cold,0,echo_rtt,0.076,ok
b5ece8566b49d96811dc24401dbe8825bf03b796,iroh_dial,discovery,cold,0,echo_rtt,0.046,ok
b5ece8566b49d96811dc24401dbe8825bf03b796,iroh_dial,discovery,cold,0,echo_rtt,0.032,ok
b5ece8566b49d96811dc24401dbe8825bf03b796,iroh_dial,discovery,cold,0,echo_rtt,0.041,ok
b5ece8566b49d96811dc24401dbe8825bf03b796,iroh_dial,discovery,cold,0,echo_rtt,0.030,ok
b5ece8566b49d96811dc24401dbe8825bf03b796,iroh_dial,discovery,cold,0,echo_rtt,0.040,ok
b5ece8566b49d96811dc24401dbe8825bf03b796,iroh_dial,discovery,cold,0,echo_rtt,0.031,ok
b5ece8566b49d96811dc24401dbe8825bf03b796,iroh_dial,discovery,cold,0,echo_rtt,0.040,ok
b5ece8566b49d96811dc24401dbe8825bf03b796,iroh_dial,discovery,cold,0,echo_rtt,0.030,ok
b5ece8566b49d96811dc24401dbe8825bf03b796,iroh_dial,discovery,cold,0,echo_rtt,0.040,ok
b5ece8566b49d96811dc24401dbe8825bf03b796,iroh_dial,discovery,cold,0,echo_rtt,0.042,ok
b5ece8566b49d96811dc24401dbe8825bf03b796,iroh_dial,discovery,cold,0,echo_rtt,0.048,ok
b5ece8566b49d96811dc24401dbe8825bf03b796,iroh_dial,discovery,cold,0,echo_rtt,0.029,ok
b5ece8566b49d96811dc24401dbe8825bf03b796,iroh_dial,discovery,cold,0,echo_rtt,0.040,ok
b5ece8566b49d96811dc24401dbe8825bf03b796,iroh_dial,discovery,cold,0,echo_rtt,0.031,ok
b5ece8566b49d96811dc24401dbe8825bf03b796,iroh_dial,discovery,cold,0,echo_rtt,0.040,ok
b5ece8566b49d96811dc24401dbe8825bf03b796,iroh_dial,discovery,cold,0,echo_rtt,0.030,ok
b5ece8566b49d96811dc24401dbe8825bf03b796,iroh_dial,discovery,cold,0,echo_rtt,0.056,ok
b5ece8566b49d96811dc24401dbe8825bf03b796,iroh_dial,discovery,cold,0,echo_rtt,0.030,ok
b5ece8566b49d96811dc24401dbe8825bf03b796,iroh_dial,discovery,cold,0,echo_rtt,0.039,ok
b5ece8566b49d96811dc24401dbe8825bf03b796,iroh_dial,discovery,cold,0,echo_rtt,0.029,ok
